mdate|tone_mkt|tone_lex
2011-01-13 10:00:00|0.6639999946880001|0.5038759650862329
2011-02-11 10:00:00|0.752066109487057|0.5284552802564612
2011-03-10 10:00:00|0.5897435847030463|0.407999996736
2011-04-12 10:00:00|0.510204076426489|0.3043478234404537
2011-05-13 10:00:00|0.4745762671646079|0.2598425176390353
2011-06-10 10:00:00|0.3445378122307747|0.1162790688660537
2011-07-14 10:00:00|0.2436974769437186|0.2598425176390353
2011-08-11 10:00:00|-0.1623931610051866|-0.0940170932135291
2011-09-08 10:00:00|-0.0652173905954631|-0.1272727261157025
2011-10-13 10:00:00|-0.0891089100088226|-0.0434782604914933
2011-11-11 10:00:00|-0.2380952358276644|-0.1826086940642722
2011-12-08 10:00:00|-0.2727272699724518|-0.2566371658704676
2012-01-13 10:00:00|0.0088495574438092|-0.2812499978027344
2012-02-09 10:00:00|-0.1764705865051903|-0.1192660539516875
2012-03-08 10:00:00|0.066666666031746|-0.0535714280931122
2012-05-10 10:00:00|-0.0393700784301568|0.092198580906393
2012-06-08 10:00:00|-0.3587786232154303|-0.281690138861337
2012-07-12 10:00:00|-0.7122302107033798|-0.4428571396938776
2012-08-09 10:00:00|-0.5294117608131488|-0.4078947341585873
2012-09-13 10:00:00|-0.5866666627555556|-0.1585365843991671
2012-10-11 10:00:00|-0.6022099414242544|-0.1764705871972318
2012-11-09 10:00:00|-0.4054054026661797|-0.12499999921875
2012-12-13 10:00:00|-0.3703703680841335|-0.2108843523069091
2013-01-11 10:00:00|-0.2957746458044039|-0.044117646734429
2013-02-14 10:00:00|-0.5597484241525257|-0.2435897420282708
2013-03-14 10:00:00|-0.3333333310657597|-0.2727272710743801
2013-04-11 10:00:00|-0.6341463375966687|-0.2613636348786157
2013-05-09 10:00:00|-0.5764705848442907|-0.322404369822927
2013-06-13 10:00:00|-0.5428571389795919|-0.3774834412087189
2013-07-11 10:00:00|-0.305555553433642|-0.3043478241965974
2013-08-08 10:00:00|-0.3777777749794239|-0.0738255028602315
2013-09-12 10:00:00|-0.4068965489179548|-0.2075471685059926
2013-10-10 10:00:00|-0.4110429422635402|-0.1597633126641224
2013-11-14 10:00:00|-0.3103448254458977|-0.0718954243666965
2013-12-12 10:00:00|-0.3684210493998153|0.007999999936
2014-01-09 10:00:00|-0.2835820874359546|-0.0375939846797444
2014-02-13 10:00:00|-0.4594594563550037|-0.2499999982638889
2014-03-13 10:00:00|-0.4634146313206425|-0.2022471898750158
2014-04-10 10:00:00|-0.3478260850661626|-0.1195652167414933
2014-05-09 10:00:00|-0.2686567144130096|-0.1297709913757939
2014-06-12 10:00:00|-0.4853801141205841|-0.0939226514147919
2014-07-10 10:00:00|-0.3603603587371155|-0.1754385957217605
2014-08-14 10:00:00|-0.6725663687054586|-0.3624454132644305
2014-09-12 10:00:00|-0.6116504824677161|-0.3103448260574146
2014-10-15 10:00:00|-0.5648148121999315|-0.3925233626517599
2014-11-13 10:00:00|-0.6063829754979629|-0.4031413591458567
2014-12-11 10:00:00|-0.5062761485093048|-0.3620689639565993
2015-01-15 10:00:00|-0.6363636331496786|-0.3333333316239316
2015-02-17 10:00:00|-0.7142857103610676|-0.1578947360110803
2015-03-12 10:00:00|-0.6078431342752788|-0.2160804009242191
2015-04-09 10:00:00|-0.5977011459902233|-0.2327044010521735
2015-05-15 10:00:00|-0.7530864151044049|-0.2516129016024974
2015-06-11 10:00:00|-0.5833333302951389|-0.322916664984809
2015-07-09 10:00:00|-0.571428568288854|-0.2272727259814049
2015-08-13 10:00:00|-0.4915254209518337|-0.1744186036371011
2015-09-11 10:00:00|-0.5445544527497305|-0.2261306521299967
2015-10-15 10:00:00|-0.5392670128834188|-0.1836734684506455
2015-11-12 10:00:00|-0.4687499975585937|-0.1052631573407202
2015-12-10 10:00:00|-0.4698795152416897|0.0057142856816326
2016-01-14 10:00:00|-0.4659685839478085|-0.315068491712016
2016-02-16 10:00:00|-0.6095238066213152|-0.4607843114667436
2016-03-10 10:00:00|-0.6105263125761773|-0.4463276810941939
2016-04-19 10:00:00|-0.502890170503525|-0.3407821210012172
